business_type,target_demographic,target_location,campaign_budget_lkr,campaign_goal,listing_type,placement_name,channel_type,district,base_cost_lkr,primary_audience,estimated_reach,historical_ctr,historical_roi,historical_conversion_rate,previous_bookings,budget_gap_lkr,audience_match_score,location_match_score,channel_match_score,reach_to_cost_ratio,match_score
Luxury Goods,25-34,Katunayake,34395,Website Traffic,Social Media Placement,Twitter/X Feed,Digital,Gampaha,40232,25-34,55252,0.0329,0.97,0.0663,15,-5837,0.8472,0.7464,0.9256,1.373335,0.8144
Entertainment,45-54,Katunayake,289826,Product Launch,Print Publication Ad,Classified,Print,Gampaha,8927,45-54,66609,0.0099,0.52,0.0428,28,280899,1.0,0.5329,0.9281,7.461521,0.592
Luxury Goods,45-54,Ja-Ela,50231,Website Traffic,Native / Sponsored Content,Article Sponsorship,Digital,Gampaha,113269,45-54,100946,0.0263,1.29,0.0493,26,-63038,0.8985,0.7129,0.7,0.891206,0.6294
Financial Services,All Ages,Negombo,51124,Website Traffic,Vehicle Wrap Media,Three-Wheeler Wrap,Outdoor,Gampaha,136509,All Ages,61106,0.0326,0.84,0.0542,34,-85385,1.0,0.7942,0.7128,0.447633,0.6115
Healthcare,25-34,Kollupitiya,145395,Website Traffic,Outdoor Static Structure,Street Pole Banner,Digital,Colombo,144570,25-34,71666,0.0199,1.03,0.0727,26,825,0.9399,0.8466,0.7714,0.495718,0.6405
Education,35-44,Battaramulla,198756,Lead Generation,Vehicle Wrap Media,Truck Wrap,Outdoor,Colombo,67859,35-44,37848,0.0377,1.03,0.0716,24,130897,0.9668,0.9436,0.8636,0.557745,0.8573
Automotive,55+,Gampaha Town,262484,Sales Conversion,Digital Out-of-Home Screen,Street Level Digital,Outdoor,Gampaha,133172,55+,12188,0.0186,0.81,0.0446,19,129312,0.9029,0.6128,0.9384,0.091521,0.6825
Travel & Tourism,Families,Dodangoda,121373,Brand Awareness,Event Sponsorship,Title Sponsor,Event,Kalutara,306872,Families,10799,0.04,0.77,0.0692,27,-185499,1.0,0.5953,0.5637,0.035191,0.7103
Automotive,55+,Beruwala,153607,Sales Conversion,Event Sponsorship,Exhibition Booth,Event,Kalutara,159620,55+,2343,0.0297,0.82,0.0509,36,-6013,0.8485,0.3368,0.647,0.014679,0.408
Education,45-54,Dehiwala,114088,Lead Generation,Web Display Inventory,Interstitial Ad,Digital,Colombo,45243,45-54,478252,0.0218,0.9,0.0435,35,68845,1.0,0.7626,0.7994,10.57074,0.7169
FMCG,35-44,Battaramulla,148768,Website Traffic,Outdoor Static Structure,Building Wrap,Outdoor,Colombo,52661,35-44,59171,0.0267,0.81,0.0643,5,96107,0.9047,0.9245,0.6179,1.123621,0.7115
Financial Services,All Ages,Horana,311133,Brand Awareness,Outdoor Static Structure,Transit Shelter,Digital,Kalutara,53342,All Ages,33620,0.0275,0.64,0.0503,13,257791,1.0,0.5073,0.705,0.630273,0.6581
Real Estate,35-44,Wellawatte,118274,App Downloads,Outdoor Static Structure,Highway Billboard,Digital,Colombo,106933,35-44,42998,0.029,1.17,0.0611,40,11341,0.9134,0.9567,0.8064,0.402102,0.6662
Travel & Tourism,18-24,Panadura,58448,App Downloads,Social Media Placement,TikTok Feed,Digital,Kalutara,32384,18-24,26734,0.0232,0.49,0.0302,8,26064,0.7061,0.4525,0.6853,0.825531,0.5884
Fashion,35-44,Beruwala,96054,Sales Conversion,Radio Spot,Midday Slot,Audio,Kalutara,24340,35-44,61685,0.0162,0.8,0.0801,46,71714,0.9195,0.5273,0.6978,2.534306,0.6025
E-commerce,18-24,Ingiriya,186045,App Downloads,Social Media Placement,Twitter/X Feed,Digital,Kalutara,65980,18-24,182527,0.0238,0.26,0.0251,8,120065,0.8701,0.3221,0.5892,2.766399,0.5072
Luxury Goods,35-44,Maradana,62931,Event Promotion,Outdoor Static Structure,Building Wrap,Outdoor,Colombo,55114,35-44,58514,0.0302,0.72,0.0742,6,7817,0.884,0.8649,0.8995,1.06169,0.6466
Food & Beverage,35-44,Bambalapitiya,150323,Event Promotion,Retail & Premises Signage,Storefront Display,Outdoor,Colombo,72875,35-44,22576,0.0304,0.67,0.057,19,77448,0.9044,0.8477,0.8963,0.309791,0.8148
Retail,55+,Bambalapitiya,197919,Brand Awareness,Print Publication Ad,Newspaper Half Page,Print,Colombo,29150,55+,87932,0.0111,0.52,0.0331,36,168769,0.7677,0.7285,0.5427,3.016535,0.4857
FMCG,35-44,Kollupitiya,501156,Product Launch,Cinema Advertising,Pre-show Ad,Cinema,Colombo,127029,35-44,92059,0.0176,1.41,0.057,57,374127,0.9651,0.7171,0.9022,0.724709,0.6955
Telecommunications,Young Professionals,Bandaragama,59647,Sales Conversion,Newsletter Ad,Monthly Newsletter,Print,Kalutara,8808,Young Professionals,2685,0.044,0.84,0.0682,33,50839,0.8921,0.6623,0.7323,0.304837,0.74
Entertainment,35-44,Pettah,104930,Sales Conversion,Radio Spot,Midday Slot,Audio,Colombo,51952,35-44,523305,0.0264,1.15,0.0485,35,52978,1.0,0.9883,0.7823,10.072856,0.9128
Telecommunications,18-24,Pettah,264002,Lead Generation,Retail & Premises Signage,Storefront Display,Visual,Colombo,40885,18-24,46155,0.0194,0.4,0.0364,9,223117,0.9462,0.8196,0.735,1.128898,0.5369
Technology,35-44,Mahabage,143709,Lead Generation,Social Media Placement,Instagram Story,Digital,Gampaha,43932,35-44,109395,0.0409,1.08,0.0569,22,99777,1.0,0.586,0.5492,2.490098,0.5684
FMCG,Affluent,Colombo Fort,119293,Customer Retention,TV Spot,Evening,Audio,Colombo,206100,Affluent,841717,0.0273,0.68,0.0677,26,-86807,0.8847,0.9118,0.9102,4.084022,0.7423
Fashion,25-34,Gampaha Town,141083,App Downloads,Vehicle Wrap Media,Van Wrap,Outdoor,Gampaha,153833,25-34,8545,0.021,1.47,0.0627,13,-12750,1.0,0.7401,0.875,0.055547,0.6616
FMCG,35-44,Negombo,208665,Lead Generation,Retail & Premises Signage,In-Store Digital,Visual,Gampaha,157532,35-44,15193,0.0292,1.27,0.0378,33,51133,0.8728,0.6304,0.6037,0.096444,0.5516
Fashion,25-34,Pettah,72692,Customer Retention,Vehicle Wrap Media,Car Wrap,Visual,Colombo,219669,25-34,75257,0.0269,1.37,0.0693,39,-146977,0.7058,0.9921,0.7985,0.342593,0.6222
Fashion,45-54,Kadawatha,92927,Sales Conversion,Print Publication Ad,Newspaper Half Page,Digital,Gampaha,98512,45-54,42123,0.0132,0.77,0.0553,11,-5585,1.0,0.6964,0.7139,0.427593,0.583
Entertainment,35-44,Kandana,315727,Lead Generation,Retail & Premises Signage,End Cap Display,Outdoor,Gampaha,24758,35-44,13942,0.024,1.3,0.0631,16,290969,1.0,0.5689,0.903,0.563131,0.6469
E-commerce,55+,Gampaha Town,51453,Event Promotion,Outdoor Static Structure,Transit Shelter,Digital,Gampaha,154958,55+,67257,0.0138,0.74,0.0393,72,-103505,0.9713,0.5696,0.6081,0.434034,0.5847
Healthcare,18-24,Divulapitiya,41372,Website Traffic,Cinema Advertising,Pre-show Ad,Cinema,Gampaha,46047,18-24,22909,0.0114,0.33,0.0356,3,-4675,0.9411,0.5421,0.6038,0.497513,0.4648
Luxury Goods,18-24,Negombo,220898,Sales Conversion,Vehicle Wrap Media,Truck Wrap,Outdoor,Gampaha,167387,18-24,23836,0.0186,0.42,0.0305,4,53511,0.9993,0.6773,0.7533,0.142401,0.5458
E-commerce,35-44,Ingiriya,79872,App Downloads,Radio Spot,Morning Drive,Audio,Kalutara,55538,35-44,91495,0.023,0.67,0.051,26,24334,0.9902,0.3388,0.7466,1.647431,0.6986
Education,35-44,Kollupitiya,76461,Lead Generation,Radio Spot,Midday Slot,Audio,Colombo,14498,35-44,429912,0.0179,0.68,0.0639,28,61963,1.0,0.958,0.6133,29.653194,0.6725
Luxury Goods,18-24,Minuwangoda,170700,App Downloads,TV Spot,Evening,Audio,Gampaha,246835,18-24,303304,0.0199,0.36,0.0421,7,-76135,0.9311,0.5628,0.6016,1.228772,0.4321
Food & Beverage,Families,Ingiriya,81892,Sales Conversion,Outdoor Static Structure,Transit Shelter,Outdoor,Kalutara,52620,Families,21716,0.02,1.07,0.0598,30,29272,1.0,0.6314,0.8547,0.412695,0.752
Education,35-44,Dehiwala,134436,Sales Conversion,Digital Out-of-Home Screen,Train Station Screen,Outdoor,Colombo,144949,35-44,167846,0.0458,0.86,0.0633,11,-10513,0.8969,0.8631,0.8203,1.157966,0.6155
Healthcare,18-24,Wattala,183615,Event Promotion,Digital Out-of-Home Screen,Street Level Digital,Digital,Gampaha,176180,18-24,65344,0.0222,0.42,0.0307,28,7435,1.0,0.5573,0.5562,0.370893,0.6146
Hospitality,All Ages,Mathugama,295881,Brand Awareness,Outdoor Static Structure,Street Pole Banner,Digital,Kalutara,108093,All Ages,40632,0.0287,1.09,0.0327,43,187788,0.9291,0.4904,0.8102,0.375899,0.6782
Telecommunications,25-34,Kandana,121959,Lead Generation,Web Display Inventory,Sidebar Ad,Digital,Gampaha,17164,25-34,179099,0.0231,1.13,0.0834,33,104795,0.7159,0.8347,0.845,10.434572,0.5239
Financial Services,35-44,Mount Lavinia,657772,Product Launch,Retail & Premises Signage,End Cap Display,Outdoor,Colombo,121118,35-44,19975,0.0158,0.95,0.0629,15,536654,0.8813,0.842,0.7837,0.164922,0.8013
Real Estate,18-24,Negombo,224492,Sales Conversion,Event Sponsorship,Exhibition Booth,Event,Gampaha,86121,18-24,13621,0.0208,0.35,0.032,31,138371,0.9211,0.7616,0.5239,0.158161,0.4702
Real Estate,All Ages,Minuwangoda,44097,Website Traffic,Web Display Inventory,Banner Ad,Digital,Gampaha,76011,All Ages,191690,0.0269,0.84,0.0516,15,-31914,0.9592,0.76,0.8085,2.521872,0.689
Healthcare,45-54,Horana,89415,App Downloads,TV Spot,Evening,Audio,Kalutara,66252,45-54,179726,0.0183,0.86,0.0508,39,23163,0.8834,0.5615,0.9303,2.712763,0.7134
Fashion,25-34,Kollupitiya,167751,Event Promotion,Outdoor Static Structure,Street Pole Banner,Outdoor,Colombo,170759,25-34,74861,0.0193,0.7,0.053,5,-3008,0.9157,0.8826,0.9171,0.438401,0.7572
Travel & Tourism,Families,Negombo,338473,Brand Awareness,Native / Sponsored Content,Featured Content,Digital,Gampaha,46140,Families,102489,0.0416,0.76,0.0457,46,292333,1.0,0.7962,0.7035,2.221261,0.6407
Automotive,55+,Kollupitiya,245339,Sales Conversion,Print Publication Ad,Magazine Spread,Digital,Colombo,93604,55+,70922,0.0075,0.52,0.0298,13,151735,0.9353,0.9451,0.5574,0.757681,0.7263
Hospitality,35-44,Negombo,99784,App Downloads,Social Media Placement,LinkedIn Feed,Digital,Gampaha,62763,35-44,57136,0.0272,1.17,0.0727,52,37021,0.9832,0.6698,0.7439,0.910345,0.5468
Food & Beverage,55+,Battaramulla,94212,Lead Generation,Vehicle Wrap Media,Van Wrap,Outdoor,Colombo,97039,55+,47082,0.0188,0.6,0.0374,5,-2827,0.8141,0.9328,0.8589,0.485186,0.6592
Education,55+,Nugegoda,132235,Event Promotion,Newsletter Ad,Special Edition,Print,Colombo,3897,55+,6022,0.0185,0.72,0.0499,41,128338,0.9549,0.8892,0.5358,1.545291,0.5525
Technology,Affluent,Ingiriya,108263,Sales Conversion,Vehicle Wrap Media,Truck Wrap,Outdoor,Kalutara,35499,Affluent,5402,0.0361,0.74,0.056,53,72764,0.9976,0.5697,0.5997,0.152173,0.5575
Luxury Goods,45-54,Ingiriya,286760,Sales Conversion,Outdoor Static Structure,Street Pole Banner,Digital,Kalutara,131245,45-54,15233,0.016,1.25,0.0324,26,155515,0.9015,0.3855,0.5886,0.116065,0.4877
Hospitality,35-44,Pettah,137639,Website Traffic,Web Display Inventory,Sidebar Ad,Digital,Colombo,66725,35-44,250079,0.0249,1.81,0.0592,29,70914,0.8632,0.7757,0.8648,3.747906,0.7858
Financial Services,25-34,Mahabage,84421,Lead Generation,Cinema Advertising,Intermission Ad,Cinema,Gampaha,141647,25-34,69461,0.0188,1.18,0.0625,55,-57226,0.7984,0.6083,0.7728,0.490381,0.5405
Technology,Affluent,Kollupitiya,171151,Customer Retention,TV Spot,Daytime,Audio,Colombo,202597,Affluent,628382,0.0233,1.21,0.0621,18,-31446,0.8237,0.9171,0.8627,3.101635,0.6675
Technology,45-54,Nugegoda,261306,Sales Conversion,Retail & Premises Signage,In-Store Digital,Visual,Colombo,178360,45-54,40039,0.0268,0.89,0.051,61,82946,1.0,0.7641,0.7958,0.224484,0.6202
Financial Services,18-24,Kollupitiya,128218,Customer Retention,Social Media Placement,LinkedIn Feed,Digital,Colombo,49313,18-24,228733,0.0216,0.57,0.0309,4,78905,1.0,0.8442,0.9192,4.638391,0.7674
Education,Affluent,Pettah,169428,Brand Awareness,Radio Spot,Weekend Slot,Audio,Colombo,43946,Affluent,291235,0.0207,1.3,0.0644,30,125482,0.817,0.8771,0.5316,6.627111,0.7225
Fashion,25-34,Mahabage,143727,Website Traffic,Social Media Placement,Twitter/X Feed,Digital,Gampaha,24745,25-34,124940,0.0312,0.82,0.0768,16,118982,0.7384,0.5056,0.5527,5.049101,0.3966
Luxury Goods,45-54,Mount Lavinia,303689,Brand Awareness,Digital Out-of-Home Screen,Airport Digital Display,Digital,Colombo,147791,45-54,136488,0.0288,0.75,0.0535,19,155898,0.9082,0.8656,0.8388,0.92352,0.6454
Financial Services,18-24,Negombo,40449,Website Traffic,Newsletter Ad,Monthly Newsletter,Digital,Gampaha,16287,18-24,12668,0.027,0.29,0.0407,30,24162,0.8252,0.6458,0.6734,0.777798,0.6013
Fashion,45-54,Bambalapitiya,116449,Website Traffic,Newsletter Ad,Weekly Newsletter,Print,Colombo,12914,45-54,47897,0.0314,0.66,0.0399,28,103535,0.9267,0.8536,0.9465,3.708921,0.6954
Real Estate,Students,Nugegoda,104930,Event Promotion,Newsletter Ad,Industry Digest,Print,Colombo,4868,Students,36703,0.0368,0.43,0.0407,35,100062,1.0,0.8947,0.6576,7.539647,0.5425
E-commerce,45-54,Pettah,700083,Product Launch,Event Sponsorship,Cocktail Sponsor,Event,Colombo,443775,45-54,47935,0.0329,1.03,0.0344,5,256308,0.8825,0.8198,0.5831,0.108016,0.5891
Automotive,45-54,Bambalapitiya,91532,App Downloads,Social Media Placement,LinkedIn Feed,Digital,Colombo,56428,45-54,250251,0.0246,0.87,0.0428,28,35104,0.9885,0.7335,0.5665,4.434873,0.6969
FMCG,All Ages,Colombo Fort,305632,Brand Awareness,Print Publication Ad,Magazine Spread,Digital,Colombo,82667,All Ages,211158,0.018,0.86,0.0583,19,222965,0.9072,0.9181,0.5483,2.55432,0.6223
Retail,Affluent,Divulapitiya,282842,Lead Generation,TV Spot,Sports Program,Audio,Gampaha,294263,Affluent,533710,0.0346,1.34,0.0657,9,-11421,0.7091,0.6129,0.7902,1.813718,0.6783
Education,45-54,Pettah,62645,Event Promotion,Social Media Placement,Instagram Story,Digital,Colombo,105628,45-54,368755,0.0302,0.6,0.0477,38,-42983,1.0,0.8182,0.6194,3.491072,0.6602
Fashion,45-54,Mahabage,602923,Product Launch,Native / Sponsored Content,Sponsored Video,Digital,Gampaha,65328,45-54,15710,0.0256,0.55,0.0611,16,537595,0.9191,0.6036,0.7317,0.240479,0.4792
Technology,45-54,Colombo Fort,139629,Website Traffic,Digital Out-of-Home Screen,Digital Billboard,Digital,Colombo,135186,45-54,94615,0.039,1.48,0.0495,22,4443,0.8093,0.7252,0.5235,0.699888,0.6123
Financial Services,Young Professionals,Bambalapitiya,149953,Lead Generation,Outdoor Static Structure,Highway Billboard,Digital,Colombo,127543,Young Professionals,24370,0.0261,0.77,0.0698,14,22410,0.8868,0.7065,0.7343,0.191073,0.5059
Technology,35-44,Wattala,158114,Brand Awareness,Vehicle Wrap Media,Bus Wrap,Visual,Gampaha,142598,35-44,50410,0.027,1.22,0.0355,46,15516,0.9963,0.5391,0.8779,0.353511,0.7289
Healthcare,35-44,Bandaragama,122986,Website Traffic,Radio Spot,Evening Drive,Audio,Kalutara,56667,35-44,70860,0.0198,0.92,0.06,41,66319,1.0,0.6137,0.8435,1.250463,0.6229
Education,55+,Mahabage,125361,Website Traffic,Radio Spot,Prime Time Slot,Audio,Gampaha,94060,55+,281197,0.015,0.64,0.0393,6,31301,0.764,0.8058,0.5539,2.989549,0.6235
Education,25-34,Minuwangoda,56875,Event Promotion,Social Media Placement,LinkedIn Feed,Digital,Gampaha,26101,25-34,129021,0.0383,1.14,0.0615,34,30774,1.0,0.6614,0.6467,4.943144,0.8225
Financial Services,35-44,Negombo,72598,Event Promotion,Print Publication Ad,Magazine Full Page,Print,Gampaha,58970,35-44,71853,0.0218,1.13,0.0773,41,13628,0.7985,0.7786,0.7138,1.218467,0.5796
Healthcare,55+,Dehiwala,215653,Lead Generation,Event Sponsorship,Presenting Sponsor,Event,Colombo,273743,55+,28424,0.0246,0.92,0.0433,38,-58090,0.9572,0.7631,0.6432,0.103835,0.5036
Telecommunications,25-34,Dehiwala,133378,Sales Conversion,Retail & Premises Signage,In-Store Digital,Outdoor,Colombo,98111,25-34,13994,0.0317,0.74,0.0553,32,35267,0.8357,0.7696,0.8591,0.142634,0.6572
Real Estate,Students,Nugegoda,201357,Lead Generation,Print Publication Ad,Newspaper Full Page,Digital,Colombo,41513,Students,377074,0.0132,0.52,0.0357,28,159844,1.0,0.8613,0.5689,9.083275,0.607
Hospitality,45-54,Kalutara Town,225041,Customer Retention,Newsletter Ad,Monthly Newsletter,Print,Kalutara,6558,45-54,17067,0.0361,0.92,0.0563,45,218483,0.8843,0.3094,0.6482,2.60247,0.6885
Technology,25-34,Ja-Ela,148131,Sales Conversion,Social Media Placement,TikTok Feed,Digital,Gampaha,92529,25-34,332961,0.0425,1.3,0.0628,20,55602,1.0,0.6285,0.5085,3.59845,0.6528
Luxury Goods,55+,Wattala,266259,Lead Generation,Outdoor Static Structure,Building Wrap,Outdoor,Gampaha,54093,55+,12824,0.0097,0.41,0.0415,62,212166,0.779,0.8068,0.5973,0.237073,0.6249
Hospitality,35-44,Pettah,163561,App Downloads,Vehicle Wrap Media,Car Wrap,Outdoor,Colombo,110808,35-44,105941,0.0327,0.85,0.0592,15,52753,0.9724,0.8991,0.6715,0.956077,0.5432
Luxury Goods,Students,Beruwala,63344,Website Traffic,Radio Spot,Prime Time Slot,Audio,Kalutara,93172,Students,186124,0.0189,0.55,0.0332,24,-29828,0.9026,0.5048,0.747,1.997639,0.7441
Education,18-24,Negombo,158232,Customer Retention,Cinema Advertising,Pre-show Ad,Cinema,Gampaha,109638,18-24,41461,0.0161,0.41,0.0414,18,48594,0.8256,0.623,0.6192,0.378163,0.592
Hospitality,All Ages,Colombo Fort,41991,Website Traffic,Vehicle Wrap Media,Car Wrap,Outdoor,Colombo,111177,All Ages,83787,0.0256,0.8,0.0522,23,-69186,1.0,0.9714,0.6533,0.753636,0.7043
Luxury Goods,35-44,Mount Lavinia,195922,Event Promotion,Newsletter Ad,Weekly Newsletter,Print,Colombo,20971,35-44,53299,0.0236,1.2,0.055,25,174951,0.8535,0.822,0.7524,2.541557,0.5698
Technology,25-34,Kollupitiya,434194,Brand Awareness,Retail & Premises Signage,Storefront Display,Visual,Colombo,137447,25-34,32207,0.0294,0.98,0.0635,9,296747,0.9533,0.7736,0.7769,0.234323,0.8871
FMCG,55+,Kadawatha,230134,Lead Generation,Social Media Placement,TikTok Feed,Digital,Gampaha,17212,55+,45075,0.0243,0.82,0.049,26,212922,0.8635,0.7519,0.5424,2.618812,0.5727
Education,45-54,Kandana,151614,Brand Awareness,Native / Sponsored Content,Article Sponsorship,Digital,Gampaha,95526,45-54,52842,0.0204,0.62,0.0476,8,56088,0.9662,0.6779,0.5708,0.553169,0.7013
Food & Beverage,45-54,Bambalapitiya,147711,Lead Generation,Outdoor Static Structure,Street Pole Banner,Digital,Colombo,210792,45-54,75757,0.0116,1.05,0.0613,20,-63081,0.9901,0.7567,0.8155,0.359392,0.6636
Healthcare,18-24,Wellawatte,69070,Event Promotion,Retail & Premises Signage,Storefront Display,Visual,Colombo,41446,18-24,28610,0.0146,0.62,0.0299,31,27624,0.8139,0.7439,0.585,0.690296,0.5265
FMCG,18-24,Negombo,263017,Lead Generation,Vehicle Wrap Media,Truck Wrap,Outdoor,Gampaha,84823,18-24,36729,0.0282,0.36,0.0298,55,178194,1.0,0.5423,0.5759,0.433008,0.544
Financial Services,35-44,Mahabage,69459,Sales Conversion,Retail & Premises Signage,Window Display,Visual,Gampaha,52645,35-44,25316,0.0192,1.25,0.0623,5,16814,0.7222,0.5152,0.6568,0.480881,0.5979
Healthcare,55+,Kalutara Town,91999,Website Traffic,Print Publication Ad,Magazine Spread,Print,Kalutara,23725,55+,32590,0.0109,0.58,0.0353,25,68274,0.7698,0.5793,0.7807,1.373656,0.5751
Retail,35-44,Minuwangoda,129097,Customer Retention,Digital Out-of-Home Screen,Mall Digital Screen,Outdoor,Gampaha,182143,35-44,49215,0.0278,0.82,0.072,41,-53046,0.8935,0.579,0.5094,0.2702,0.6703
Hospitality,All Ages,Battaramulla,64835,Website Traffic,Web Display Inventory,Pop-up,Digital,Colombo,15043,All Ages,231840,0.0185,0.6,0.0334,26,49792,0.8659,0.8521,0.8538,15.411819,0.7267
FMCG,35-44,Pettah,120784,Event Promotion,Event Sponsorship,Session Sponsor,Event,Colombo,307364,35-44,42954,0.0527,0.98,0.0522,7,-186580,0.8975,0.8012,0.8231,0.13975,0.6114
E-commerce,25-34,Wellawatte,296155,Lead Generation,Newsletter Ad,Weekly Newsletter,Print,Colombo,13232,25-34,47031,0.0416,1.14,0.0843,26,282923,1.0,0.7684,0.7206,3.554338,0.7635
Technology,55+,Katunayake,157956,App Downloads,Vehicle Wrap Media,Three-Wheeler Wrap,Visual,Gampaha,116164,55+,80235,0.0208,0.9,0.0338,11,41792,0.9273,0.5976,0.7119,0.690705,0.611
Education,35-44,Kandana,119033,Brand Awareness,Web Display Inventory,Pop-up,Digital,Gampaha,76637,35-44,205067,0.0303,1.26,0.0577,37,42396,1.0,0.7771,0.5869,2.675822,0.7209
Education,All Ages,Colombo Fort,259872,Lead Generation,Native / Sponsored Content,Review Sponsorship,Digital,Colombo,124859,All Ages,142842,0.0212,0.92,0.0498,34,135013,1.0,0.9706,0.9129,1.144026,0.7554
Real Estate,18-24,Colombo Fort,73610,Customer Retention,Print Publication Ad,Magazine Full Page,Print,Colombo,46873,18-24,143582,0.0164,0.35,0.0328,20,26737,0.9604,0.7206,0.7283,3.063213,0.6173
Telecommunications,Affluent,Pettah,33509,Event Promotion,Vehicle Wrap Media,Truck Wrap,Outdoor,Colombo,50619,Affluent,108771,0.0251,1.34,0.0693,21,-17110,1.0,0.8656,0.6039,2.148818,0.6875
Hospitality,Families,Wellawatte,144221,Event Promotion,Social Media Placement,Facebook Feed,Digital,Colombo,121447,Families,604012,0.03,0.87,0.0643,29,22774,0.8889,0.8437,0.5078,4.973462,0.6004
Fashion,45-54,Gampaha Town,76528,Customer Retention,Radio Spot,Weekend Slot,Audio,Gampaha,37473,45-54,204936,0.0145,0.93,0.0422,31,39055,0.901,0.6098,0.8774,5.468898,0.7752
FMCG,35-44,Maradana,81022,Website Traffic,Newsletter Ad,Weekly Newsletter,Print,Colombo,23478,35-44,41259,0.0557,1.19,0.0494,45,57544,0.816,0.9339,0.7588,1.757347,0.8476
Retail,45-54,Maradana,178961,Brand Awareness,Cinema Advertising,Lobby Display,Cinema,Colombo,50213,45-54,103234,0.0226,0.77,0.0581,5,128748,1.0,0.8431,0.8702,2.055922,0.6673
Financial Services,45-54,Negombo,97848,Event Promotion,Radio Spot,Morning Drive,Audio,Gampaha,88228,45-54,46896,0.0158,0.94,0.0493,26,9620,0.9588,0.7046,0.5172,0.531532,0.5783
Fashion,25-34,Kalutara Town,230976,Brand Awareness,Newsletter Ad,Promotional Email,Digital,Kalutara,38223,25-34,31870,0.0453,1.03,0.0788,26,192753,0.9087,0.6313,0.6133,0.833791,0.753
Luxury Goods,55+,Dehiwala,600763,Product Launch,Print Publication Ad,Magazine Full Page,Digital,Colombo,122380,55+,341935,0.0065,0.87,0.0483,22,478383,0.8917,0.8076,0.5533,2.794043,0.5794
Technology,All Ages,Nugegoda,558362,Product Launch,Cinema Advertising,Intermission Ad,Cinema,Colombo,228266,All Ages,75261,0.013,0.81,0.0515,9,330096,1.0,0.8444,0.5353,0.329707,0.5039
Automotive,55+,Divulapitiya,211203,Customer Retention,Digital Out-of-Home Screen,Street Level Digital,Outdoor,Gampaha,194035,55+,38150,0.0211,0.83,0.0438,19,17168,0.8473,0.6464,0.8504,0.196614,0.4891
